"plays","downloads","loads","finishes","likes","comments","uri","name","duration","created_time","sizes","mean_percent","mean_seconds","sum_seconds","total_seconds"
1,1,21,0,0,0,/videos/132917751,"LibreOffice - Calc - Daten auf Gültigkeit prüfen",144,2015-07-08T10:35:06+00:00,Array,93,135,135,144
1,1,35,0,0,0,/videos/132919991,"Linux - cat und tac - Dateien ausgeben",231,2015-07-08T11:10:41+00:00,Array,98,227,227,230
1,0,13,0,0,0,/videos/50923775,"CouchDB - eine Datei an ein Dokument hängen",305,2012-10-07T12:54:36+00:00,Array,11,35,35,305
1,0,24,0,0,0,/videos/50927267,"Gnome3 - laufende Anwendungen im Panel anzeigen lassen",183,2012-10-07T14:40:14+00:00,Array,19,35,35,184
1,0,21,0,0,0,/videos/13516514,"Linux - Paneleinstellungen",554,2010-07-21T14:49:27+00:00,Array,68,380,380,554
1,0,18,1,0,0,/videos/14672997,"Screencast 045 - zcat, zless und zmore",146,2010-09-03T15:28:15+00:00,Array,99,145,145,146
1,1,25,0,0,0,/videos/132210710,"Ubuntu Touch Emulator installieren",371,2015-06-30T13:28:33+00:00,Array,90,338,338,372
1,0,11,0,0,0,/videos/50927779,"Taskwarrior - Projekte",134,2012-10-07T14:53:42+00:00,Array,91,123,123,134
1,2,22,0,0,0,/videos/133448592,"Git für Einsteiger - den ersten Commit vorbereiten",348,2015-07-14T13:27:22+00:00,Array,0,0,0,348
1,1,30,0,0,0,/videos/132926062,"AngularJS - Hallo Welt - Teil 2 (ng-init, required, number:n)",343,2015-07-08T12:33:09+00:00,Array,0,0,0,0
1,0,17,0,0,0,/videos/22038023,"Firefox - Cookie Button in the status bar",168,2011-04-06T17:34:33+00:00,Array,13,22,22,168
1,1,24,0,0,0,/videos/132215254,"LibreOffice - bekannte Probleme mit dem Makrorecorder",349,2015-06-30T14:11:05+00:00,Array,82,289,289,349
1,0,14,0,0,0,/videos/52079361,"lighttpd install",227,2012-10-24T13:48:51+00:00,Array,87,200,200,228
1,0,19,0,0,0,/videos/79491464,"Redis - Datentypen - sorted sets",299,2013-11-15T15:16:23+00:00,Array,5,16,16,299
1,1,21,0,0,0,/videos/14121428,"Screencast 024 - bash - Umleitungen",411,2010-08-13T17:10:14+00:00,Array,12,53,53,412
1,1,22,0,0,0,/videos/132213573,"Ubuntu - klassisches Gnome-Menü installieren",135,2015-06-30T13:57:35+00:00,Array,91,125,125,136
1,1,31,0,0,0,/videos/137056037,"docker - Images auflisten",142,2015-08-23T13:49:02+00:00,Array,9,13,13,142
1,1,24,0,0,0,/videos/133448593,"LibreOffice - Calc - Zahlen formatieren",208,2015-07-14T13:27:22+00:00,Array,94,196,196,208
1,1,20,0,0,0,/videos/132213572,"Ubuntu Touch - Browser-App",111,2015-06-30T13:57:34+00:00,Array,0,0,0,0
1,0,10,0,0,0,/videos/25038550,"Gnome3 - Startprogrammeinstellungen",75,2011-06-13T17:05:22+00:00,Array,54,41,41,75
1,1,18,0,0,0,/videos/22207563,"Python-Programmierung - Operatoren",288,2011-04-10T20:51:50+00:00,Array,23,69,69,288
1,1,29,0,0,0,/videos/133446618,"R - RStudio installieren und starten",194,2015-07-14T13:03:32+00:00,Array,11,22,22,194
1,1,33,0,0,0,/videos/133448590,"Notizen für Tomboy aus Firefox heraus erzeugen",128,2015-07-14T13:27:22+00:00,Array,16,21,21,129
1,2,24,0,0,0,/videos/133489841,"Git für Einsteiger - Allgemeines zum Branching",166,2015-07-14T20:17:50+00:00,Array,0,0,0,166
1,0,22,0,0,0,/videos/79581041,"Informationen über ein vimeo-Video ermitteln",258,2013-11-17T01:23:24+00:00,Array,94,244,244,259
1,0,16,0,0,0,/videos/79595736,"Peppermint OS Three - Demo",225,2013-11-17T11:04:07+00:00,Array,78,177,177,226
1,0,8,0,0,0,/videos/23088272,"Gnome3 - Ausschalten aktivieren",91,2011-04-30T18:56:12+00:00,Array,35,32,32,91
1,1,24,0,0,0,/videos/132930951,"Linux - Anwendungen in anderer Sprache starten",176,2015-07-08T13:31:57+00:00,Array,1,2,2,176
1,2,24,0,0,0,/videos/134985750,"Git für Einsteiger - Branches anlegen",187,2015-07-30T20:12:34+00:00,Array,2,8,8,374
1,0,10,0,0,0,/videos/80029632,"Elive 2.1.27 - Demo",352,2013-11-22T00:25:30+00:00,Array,0,0,0,352
1,0,15,0,0,0,/videos/14836166,"Screencast 053 - Nautilus - Vorlagen",90,2010-09-09T18:16:25+00:00,Array,33,30,30,90
1,1,19,0,0,0,/videos/133495890,"GIMP - moderne und schicke Splashscreens",141,2015-07-14T21:18:26+00:00,Array,62,88,88,141
1,0,14,0,0,0,/videos/80029654,"Gnome 3.6 - ENTF-Taste aktivieren (zum Löschen von Dateien)",148,2013-11-22T00:26:06+00:00,Array,0,0,0,0
1,0,40,0,0,0,/videos/138400429,"Fedora - powerline - die Eingabeaufforderung verändern",158,2015-09-05T16:51:57+00:00,Array,57,91,91,157
1,0,8,0,0,0,/videos/16036685,"Screencast glimpse 020 - PCLinuxOS 2009.1 Installation",317,2010-10-20T20:20:22+00:00,Array,78,251,251,318
1,0,12,0,0,0,/videos/52073520,"taskwarrior abkuerzungen",269,2012-10-24T12:08:51+00:00,Array,0,0,0,0
1,1,16,0,0,0,/videos/25313447,"Python-Programmierung - Listen (Teil 2)",295,2011-06-19T17:16:00+00:00,Array,7,22,22,296
1,1,26,0,0,0,/videos/133495888,"Firefox - nur in bestimmten Bereichen suchen",174,2015-07-14T21:18:26+00:00,Array,44,78,78,174
1,1,33,0,0,0,/videos/139365319,"Raspberry Pi - SD-Karte mit gnome-disks sichern",148,2015-09-15T16:46:07+00:00,Array,78,116,116,148
1,2,36,0,0,0,/videos/135066892,"Git für Einsteiger - Branches anlegen - Teil 2",202,2015-07-31T16:52:10+00:00,Array,0,0,0,202
1,1,20,0,0,0,/videos/133486759,"Mit nethogs ermitteln wie viel Bandbreite die einzelnen Prozesse nutzen",139,2015-07-14T19:44:18+00:00,Array,0,0,0,139
1,0,18,0,0,0,/videos/25910597,"Unity - Menue ins Fenster verlagern",87,2011-07-02T20:22:37+00:00,Array,4,12,12,259
1,0,22,0,0,0,/videos/13761224,"Linux - history",341,2010-07-30T14:21:20+00:00,Array,5,18,18,342
1,0,23,0,0,0,/videos/82657987,"Linux - Dateiüberprüfung mit iWatch - Einführung",309,2013-12-25T06:32:15+00:00,Array,0,0,0,0
1,0,8,0,0,0,/videos/16325124,"Screencast short 046 - groups",102,2010-10-29T20:06:41+00:00,Array,0,0,0,102
1,0,6,0,0,0,/videos/82658012,"Python-Programmierung - docopt - Auswerten der Befehle, Argumente und Optionen",205,2013-12-25T06:33:05+00:00,Array,56,115,115,205
1,0,11,0,0,0,/videos/16144572,"Screencast short 002 - OpenOffice Writer - Version",32,2010-10-24T17:40:05+00:00,Array,81,26,26,32
1,1,23,1,0,0,/videos/133485596,"HTML und CSS - Die notwendigen Tools",127,2015-07-14T19:32:16+00:00,Array,99,126,126,127
1,0,9,0,0,0,/videos/26773338,"Ubuntu - unp - der Entpackungskuenstler",129,2011-07-22T17:09:01+00:00,Array,16,43,43,258
1,0,8,0,0,0,/videos/83604923,"sed - Was ist das ?",243,2014-01-07T17:27:24+00:00,Array,65,160,160,244
1,1,22,0,0,0,/videos/26804215,"Python - Programmierung - Listen durch Slices veraendern",223,2011-07-23T15:43:06+00:00,Array,7,35,35,445
1,0,22,0,0,0,/videos/80423254,"awesome - ein Tiling-Fenstermanager - Bedienung",315,2013-11-26T23:54:50+00:00,Array,84,265,265,315
1,0,10,0,0,0,/videos/83659419,"Taskwarrior - Abhängigkeiten (depends)",246,2014-01-08T08:08:07+00:00,Array,96,238,238,246
1,0,19,0,0,0,/videos/13790016,"Linux - bash-Tastenkürzel",225,2010-07-31T21:52:29+00:00,Array,60,137,137,225
1,0,5,1,0,0,/videos/83659417,"sed - Reguläre Ausdrücke",234,2014-01-08T08:08:03+00:00,Array,99,233,233,234
1,1,8,0,0,0,/videos/27068597,"Python-Programmierung - ein kleines Beispiel",212,2011-07-29T21:01:07+00:00,Array,9,20,20,212
1,0,8,0,0,0,/videos/84442785,"sed - reguläre Beispiele - Tipp",183,2014-01-18T01:09:04+00:00,Array,0,0,0,183
1,1,38,0,0,0,/videos/132821532,"Firefox für den Betrieb in der GNOME-Shell optimieren",318,2015-07-07T13:28:17+00:00,Array,41,132,132,318
1,0,12,0,0,0,/videos/84744898,"Linux - Daten verstecken - steghide (Steganografie)",425,2014-01-22T05:34:10+00:00,Array,56,240,240,425
1,0,32,0,0,0,/videos/27637973,"Python-Programmierung - Dictionaries",334,2011-08-12T20:03:33+00:00,Array,26,90,90,334
1,0,15,0,0,0,/videos/27779622,"LibreOffice - Veraenderungen rueckgaengig machen und Wiederherstellen von Veraenderungen",164,2011-08-16T17:45:48+00:00,Array,20,33,33,164
1,0,32,0,0,0,/videos/136736077,"Javascript - Zahlen",272,2015-08-19T16:01:39+00:00,Array,34,93,93,273
1,1,10,0,0,0,/videos/27980876,"Python-Programmierung - Dictionaries (Teil 3)",228,2011-08-21T20:07:20+00:00,Array,1,3,3,228
1,0,15,0,0,0,/videos/16028754,"Screencast glimpse 016 - Mandriva Linux One 2009 KDE4 Installation",369,2010-10-20T16:20:37+00:00,Array,8,30,30,370
0,1,21,0,0,0,/videos/132922043,"Linux - Atom installieren",207,2015-07-08T11:40:14+00:00,Array,0,0,0,0
0,0,12,0,0,0,/videos/131876209,"Gnome3 - Gnome2-Look verwenden",76,2015-06-26T13:01:55+00:00,Array,0,0,0,0
0,0,23,0,0,0,/videos/123624363,"SteamOS - automatische Installation verändern (Datei default.preseed modifizieren)",132,2015-03-30T14:00:50+00:00,Array,0,0,0,0
0,0,7,0,0,0,/videos/119676742,"Linux - andere Hardwareinformationen im /proc-Verzeichnis",130,2015-02-15T12:19:44+00:00,Array,0,0,0,0
0,1,23,0,0,0,/videos/132199966,"LibreOffice - Ihr erstes Makro",305,2015-06-30T11:19:12+00:00,Array,0,0,0,0
0,1,22,0,0,0,/videos/132819271,"LibreOffice - Seitenleiste und Erscheinungsbild",283,2015-07-07T13:02:46+00:00,Array,0,0,0,0
0,1,21,0,0,0,/videos/132199964,"LibreOffice - Was ist Makro ?",133,2015-06-30T11:19:11+00:00,Array,0,0,0,133
0,0,6,0,0,0,/videos/82657996,"Crashkurs LibreOffice Calc für Datenjournalismus - nutzbare Datenquellen",385,2013-12-25T06:32:23+00:00,Array,0,0,0,0
0,0,2,0,0,0,/videos/82657993,"Javascript - Variablen",159,2013-12-25T06:32:19+00:00,Array,0,0,0,0
0,1,22,0,0,0,/videos/132199963,"Linux - numlockx - Ziffernblock mittels Befehl aktivieren/deaktivieren",140,2015-06-30T11:19:11+00:00,Array,0,0,0,0
0,0,10,0,0,0,/videos/84442757,"Wie ändere ich mein Hintergrundbild bei Gnome3 - Linux",293,2014-01-18T01:08:31+00:00,Array,0,0,0,0
0,0,6,0,0,0,/videos/82657977,"Fotos und Bilddateien anonymisieren - Linux",374,2013-12-25T06:32:02+00:00,Array,0,0,0,0
0,0,18,0,0,0,/videos/82301489,"Taskwarrior - Datum und Uhrzeit - Aufgaben verstecken",167,2013-12-19T16:37:22+00:00,Array,0,0,0,0
0,0,10,0,0,0,/videos/81105605,"Taskwarrior - Datum und Uhrzeit - scheduled",110,2013-12-05T15:03:09+00:00,Array,0,0,0,0
0,0,5,0,0,0,/videos/82658008,"PHP-Programmierung - Code-Styling",69,2013-12-25T06:32:55+00:00,Array,0,0,0,0
0,0,24,0,0,0,/videos/81575414,"Python-Programmierung - Reguläre Ausdrücke - Suchen Teilen Ersetzen",210,2013-12-11T06:09:53+00:00,Array,0,0,0,0
0,1,23,0,0,0,/videos/138199586,"Linktipp - Lerne X in Y Minuten",107,2015-09-03T14:03:47+00:00,Array,0,0,0,0
0,0,9,0,0,0,/videos/81575408,"LibreOffice - Writer - Ändern von Seitenrändern",217,2013-12-11T06:09:47+00:00,Array,0,0,0,0
0,0,4,0,0,0,/videos/84442779,"sed - Eingabe und Ausgabe",186,2014-01-18T01:08:56+00:00,Array,0,0,0,0
0,1,21,0,0,0,/videos/132198560,"LibreOffice - Calc - Tabellen umbenennen",137,2015-06-30T10:59:44+00:00,Array,0,0,0,137
0,0,5,0,0,0,/videos/81575439,"redis - Sicherheit",336,2013-12-11T06:10:28+00:00,Array,0,0,0,0
0,1,21,0,0,0,/videos/132322123,"Präsentationen mit HTML und reveal.js - Installation und Grundgerüst",209,2015-07-01T12:24:13+00:00,Array,0,0,0,0
0,0,1,0,0,0,/videos/84442783,"sed - reguläre Beispiele",138,2014-01-18T01:09:00+00:00,Array,0,0,0,0
0,0,19,0,0,0,/videos/81575395,"awesome - Konfiguration - Tags",256,2013-12-11T06:09:33+00:00,Array,0,0,0,0
0,0,7,0,0,0,/videos/52073296,"fedora18alpha installer demo",218,2012-10-24T12:04:44+00:00,Array,0,0,0,0
0,0,7,0,0,0,/videos/80029648,"Gnome3 - Ordner vor Dateien anzeigen",196,2013-11-22T00:26:00+00:00,Array,0,0,0,0
0,0,18,0,0,0,/videos/79530034,"PHP-Programmierung - Hallo Welt",332,2013-11-15T23:40:00+00:00,Array,0,0,0,0
0,0,15,0,0,0,/videos/84744880,"Emmabuntüs 12.04.2-1.05 Demo",543,2014-01-22T05:33:38+00:00,Array,0,0,0,0
0,0,13,0,0,0,/videos/80423255,"awesome - ein Tiling-Fenstermanager - Installation",330,2013-11-26T23:54:50+00:00,Array,0,0,0,0
0,0,6,0,0,0,/videos/43775242,"bottle - statische Inhalte",335,2012-06-10T18:22:41+00:00,Array,0,0,0,0
0,0,5,0,0,0,/videos/84442775,"scrot - Screenshot-Tool für die Kommandozeile",123,2014-01-18T01:08:52+00:00,Array,0,0,0,0
0,1,23,0,0,0,/videos/132826529,"Google Web Designer jetzt auch für Linux erhältlich",338,2015-07-07T14:15:37+00:00,Array,0,0,0,0
0,0,8,0,0,0,/videos/86818274,"Firefox OS",173,2014-02-16T11:26:36+00:00,Array,0,0,0,0
0,0,29,0,0,0,/videos/79530033,"Taskwarrior - Aufbau eines Taskwarrior-Kommandos",103,2013-11-15T23:40:00+00:00,Array,0,0,0,0
0,0,10,0,0,0,/videos/81575426,"Python-Programmierung - Reguläre Ausdrücke - Verwendung in Python",261,2013-12-11T06:10:15+00:00,Array,0,0,0,0
0,1,22,0,0,0,/videos/132203387,"Robolinux 7.4.1 - Demo",362,2015-06-30T12:06:25+00:00,Array,0,0,0,0
0,0,8,0,0,0,/videos/49912488,"LibreOffice - Writer - Kopf- und Fusszeilen erstellen",235,2012-09-21T13:39:41+00:00,Array,0,0,0,0
0,0,3,0,0,0,/videos/86819889,"LibreOffice - Calc - Zellen",122,2014-02-16T12:21:49+00:00,Array,0,0,0,0
0,0,6,0,0,0,/videos/86819886,"LibreOffice - Calc - Tabellenregister und Statusleiste",112,2014-02-16T12:21:45+00:00,Array,52,0,58,111
0,0,10,0,0,0,/videos/86819896,"Firefox OS - DNT - Do Not Track (nicht verfolgen)",195,2014-02-16T12:21:56+00:00,Array,0,0,0,0
0,0,10,0,0,0,/videos/86819898,"Firefox OS - Bedienung",252,2014-02-16T12:21:59+00:00,Array,0,0,0,0
0,1,18,0,0,0,/videos/132198554,"LibreOffice - Calc - Löschen von Tabellenblättern",93,2015-06-30T10:59:42+00:00,Array,0,0,0,0
0,0,11,0,0,0,/videos/86819891,"Firefox - Javascript PDF-Betrachter deaktivieren",92,2014-02-16T12:21:52+00:00,Array,0,0,0,0
0,0,7,0,0,0,/videos/86819905,"Firefox OS - Firefox OS Simulator",184,2014-02-16T12:22:13+00:00,Array,0,0,0,0
0,0,32,0,0,0,/videos/43851172,"bottle - GET- und POST-Daten Abfragen",304,2012-06-11T19:56:09+00:00,Array,0,0,0,0
0,0,12,0,0,0,/videos/79529739,"redis - Transaktionen",194,2013-11-15T23:33:59+00:00,Array,0,0,0,0
0,0,6,0,0,0,/videos/16148703,"Screencast short 008 - OpenOffice Writer - Text hoch oder tief",49,2010-10-24T20:23:33+00:00,Array,0,0,0,0
0,1,25,0,0,0,/videos/132203392,"Linux - Verschlüsselten Container erstellen (luksformat)",238,2015-06-30T12:06:26+00:00,Array,0,0,0,0
0,0,11,0,0,0,/videos/44162713,"bottle - abort",164,2012-06-16T17:35:03+00:00,Array,0,0,0,0
0,1,19,0,0,0,/videos/133446616,"Linux - Speicherplatzverbrauch für Ordner und Dateien ermitteln",216,2015-07-14T13:03:32+00:00,Array,0,0,0,0
0,0,11,0,0,0,/videos/52072960,"taskwarrior zusammenfassung",140,2012-10-24T11:58:14+00:00,Array,0,0,0,0
0,1,20,0,0,0,/videos/132203393,"LibreOffice - Makro ansehen und bearbeiten",555,2015-06-30T12:06:27+00:00,Array,0,0,0,0
0,1,26,0,0,0,/videos/132206544,"GIMP - Bildschirm durchsichtig machen",361,2015-06-30T12:44:11+00:00,Array,0,0,0,0
0,1,19,0,0,0,/videos/132206546,"brick - UI Komponenten für moderne Web-Apps",298,2015-06-30T12:44:11+00:00,Array,0,0,0,0
0,0,15,0,0,0,/videos/79595760,"Taskwarrior - Datum und Uhrzeit - Datumsformate",319,2013-11-17T11:04:55+00:00,Array,0,0,0,0
0,0,12,0,0,0,/videos/79530039,"PHP-Programmierung - GET-Variablen",297,2013-11-15T23:40:02+00:00,Array,0,0,0,0
0,1,22,0,0,0,/videos/133497736,"Firefox - Leseansicht",166,2015-07-14T21:38:35+00:00,Array,0,0,0,0
0,1,21,0,0,0,/videos/132206550,"Linux - linux-dash (Web-Dashboard für Linux-Systeme)",226,2015-06-30T12:44:12+00:00,Array,0,0,0,0
0,0,5,0,0,0,/videos/86819922,"sed - Kommandos",144,2014-02-16T12:22:35+00:00,Array,0,0,0,0
0,1,19,0,0,0,/videos/132210707,"LibreOffice - schnelles Ausführen eines Makros",242,2015-06-30T13:28:32+00:00,Array,0,0,0,0
0,1,19,0,0,0,/videos/132317466,"LibreOffice - Makros für den Import herunterladen",126,2015-07-01T11:21:08+00:00,Array,0,0,0,0
0,0,6,0,0,0,/videos/50887443,"Taskwarrior - erste Schritte",411,2012-10-06T14:46:33+00:00,Array,0,0,0,0
0,0,8,0,0,0,/videos/86819908,"Gnome3 - Notizen-App (bijiben)",105,2014-02-16T12:22:17+00:00,Array,0,0,0,0
0,0,4,0,0,0,/videos/45326525,"HTML5 - Grundgerüst",204,2012-07-06T18:52:28+00:00,Array,0,0,0,0
0,0,16,0,0,0,/videos/50890846,"Python-Programmierung - Generator Expressions",201,2012-10-06T16:25:25+00:00,Array,0,0,0,0
0,0,7,0,0,0,/videos/87058268,"Elementary OS 0.2beta2 luna - Demo",261,2014-02-19T05:04:21+00:00,Array,0,0,0,0
0,0,4,0,0,0,/videos/50890593,"Taskwarrior - Löschen von Aufgaben",129,2012-10-06T16:17:40+00:00,Array,0,0,0,0
0,0,10,0,0,0,/videos/87981706,"Firefox OS - Einstellungen - Batterie",113,2014-03-02T11:14:16+00:00,Array,0,0,0,0
0,1,21,0,0,0,/videos/132213575,"Ubuntu Touch - Kalender-App",230,2015-06-30T13:57:35+00:00,Array,0,0,0,0
0,0,9,0,0,0,/videos/45542766,"droopy - kleiner Upload-Webserver",214,2012-07-10T22:50:17+00:00,Array,0,0,0,0
0,1,26,0,0,0,/videos/132198555,"Debian Manpages im World Wide Web",152,2015-06-30T10:59:43+00:00,Array,0,0,0,0
0,0,5,0,0,0,/videos/49910576,"redis - Datentypen - String",374,2012-09-21T13:07:08+00:00,Array,0,0,0,0
0,0,13,0,0,0,/videos/28269248,"LibreOffice - Nicht aufeinander folgenden Text markieren",173,2011-08-28T17:34:15+00:00,Array,0,0,0,0
0,0,12,0,0,0,/videos/15033444,"Screencast 064 - OpenOffice.org - Writer - Ein Dokument öffnen",115,2010-09-16T19:10:34+00:00,Array,0,0,0,0
0,0,8,0,0,0,/videos/87981711,"Firefox OS - offene Apps (die Anzeige der offenen Anwendungen)",71,2014-03-02T11:14:22+00:00,Array,0,0,0,0
0,0,24,0,0,0,/videos/13798543,"Linux - Dateien (Textmodus)",391,2010-08-01T11:04:26+00:00,Array,0,0,0,0
0,0,11,0,0,0,/videos/28895681,"LibreOffice - Auswaehlen eines vertikalen Textblocks",113,2011-09-11T18:07:45+00:00,Array,0,0,0,0
0,0,33,0,0,0,/videos/42901409,"Python-Programmierung - OOP - Die Sache mit den Unterstrichen",325,2012-05-26T21:55:32+00:00,Array,0,0,0,0
0,0,10,0,0,0,/videos/84442765,"LibreOffice - Was ist Calc ?",199,2014-01-18T01:08:38+00:00,Array,0,0,0,0
0,0,15,0,0,0,/videos/29052713,"Gnome3 - die Iconmarkierung in der Favoritenliste aendern",225,2011-09-14T17:05:02+00:00,Array,0,0,0,0
0,0,4,0,0,0,/videos/89473187,"Arduino - Vorbereitungen",120,2014-03-19T04:41:15+00:00,Array,0,0,0,0
0,0,12,0,0,0,/videos/89473190,"Fedora 20 Alpha - Gnome 3.10 - Demo",429,2014-03-19T04:41:18+00:00,Array,0,0,0,0
0,0,13,0,0,0,/videos/89300122,"Raspberry Pi - Vorbereitungen",154,2014-03-17T12:55:47+00:00,Array,0,0,0,0
0,0,16,0,0,0,/videos/89473206,"Gnome 3.10 - Map - Demo",91,2014-03-19T04:41:32+00:00,Array,0,0,0,0
0,0,8,0,0,0,/videos/89473210,"Gnome 3.10 - Notizen (Notes) - Demo",155,2014-03-19T04:41:36+00:00,Array,0,0,0,0
0,0,12,0,0,0,/videos/29265905,"LibreOffice - Sich schnell durch ein Dokument bewegen",174,2011-09-19T15:11:46+00:00,Array,0,0,0,0
0,0,9,0,0,0,/videos/89473203,"Gnome 3.10 - Uhren (Clocks) - Demo",124,2014-03-19T04:41:28+00:00,Array,0,0,0,0
0,0,13,0,0,0,/videos/80423257,"blockdiag - Beispieldiagramme",354,2013-11-26T23:54:50+00:00,Array,0,0,0,0
0,0,10,0,0,0,/videos/89473218,"Gnome 3.10 - Tweak Tool - Demo",160,2014-03-19T04:41:46+00:00,Array,0,0,0,0
0,0,6,0,0,0,/videos/89473221,"Gnome 3.10 - Wetter (weather) - Demo",96,2014-03-19T04:41:49+00:00,Array,0,0,0,0
0,0,11,0,0,0,/videos/89473216,"Gnome 3.10 - Software - Demo",92,2014-03-19T04:41:43+00:00,Array,0,0,0,0
0,0,18,0,0,0,/videos/80423356,"blockdiag - Installation",276,2013-11-26T23:56:22+00:00,Array,0,0,0,0
0,1,33,0,0,0,/videos/132917750,"Voyager Live 14.04 - Demo",449,2015-07-08T10:35:06+00:00,Array,0,0,0,0
0,0,12,0,0,0,/videos/45600849,"Farbcode ermitteln",196,2012-07-11T20:33:11+00:00,Array,0,0,0,0
0,0,11,0,0,0,/videos/89300113,"R - Was ist R",131,2014-03-17T12:55:37+00:00,Array,0,0,0,0
0,0,18,0,0,0,/videos/30268440,"LibreOffice - Suchen und Ersetzen von Text",214,2011-10-09T15:43:45+00:00,Array,0,0,0,0
0,0,13,0,0,0,/videos/128161637,"Mit Gimp ganz einfach Pfeile erzeugen",334,2015-05-18T16:28:10+00:00,Array,0,0,0,0
0,0,6,0,0,0,/videos/80029646,"Fedora 18 Beta - Demo",351,2013-11-22T00:25:55+00:00,Array,0,0,0,0
0,0,16,0,0,0,/videos/15074368,"Screencast 067 - Sweeper",105,2010-09-18T09:36:42+00:00,Array,0,0,0,0
0,1,30,0,0,0,/videos/139613764,"LibreOffice - Calc - Sortieren von Zellen",351,2015-09-17T17:35:28+00:00,Array,0,0,0,0
0,1,21,0,0,0,/videos/132919988,"R - Variablen",206,2015-07-08T11:10:40+00:00,Array,0,0,0,0
0,0,7,0,0,0,/videos/89473265,"Taskwarrior - Reports - ein Beispiel",276,2014-03-19T04:42:29+00:00,Array,0,0,0,0
0,0,5,0,0,0,/videos/89473261,"sed - Adressen",224,2014-03-19T04:42:23+00:00,Array,0,0,0,0
0,0,9,0,0,0,/videos/31615994,"Python-Programmierung - Funktionen (Teil 4)",151,2011-11-04T18:20:42+00:00,Array,0,0,0,0
0,0,28,0,0,0,/videos/46149395,"Matplotlib und Pylab - eine Programm-Datei",262,2012-07-21T17:32:02+00:00,Array,0,0,0,0
0,0,28,0,0,0,/videos/32408255,"OpenCV - die Bildgroesse aendern",173,2011-11-20T18:49:45+00:00,Array,0,0,0,0
0,0,9,0,0,0,/videos/89473267,"Ubuntu 13.10 beta2 - Demo",344,2014-03-19T04:42:35+00:00,Array,0,0,0,0
0,0,10,0,0,0,/videos/46147013,"Ruby - String (Zeichenkette)",343,2012-07-21T16:12:16+00:00,Array,0,0,0,0
0,0,14,0,0,0,/videos/90161139,"Snowlinux 5 beta - Demo",307,2014-03-26T20:46:59+00:00,Array,0,0,0,0
0,0,11,0,0,0,/videos/32744099,"LibreOffice - Sonderzeichen einfuegen",149,2011-11-27T18:23:27+00:00,Array,0,0,0,0
0,0,5,0,0,0,/videos/89473233,"PHP-Programmierung - Arrays - Assoziative Arrays",243,2014-03-19T04:42:02+00:00,Array,0,0,0,0
0,1,14,0,0,0,/videos/132219564,"Python-Programmierung - Modul platform",131,2015-06-30T14:48:27+00:00,Array,0,0,0,0
0,0,10,0,0,0,/videos/90719739,"LibreOffice - Calc - von Zelle zu Zelle bewegen",301,2014-04-02T04:01:55+00:00,Array,0,0,0,0
0,1,18,0,0,0,/videos/132217987,"Ubuntu Touch - Taschenrechner-App",85,2015-06-30T14:35:08+00:00,Array,0,0,0,0
0,0,15,0,0,0,/videos/33485046,"Python-Programmierung - Module",320,2011-12-11T15:51:57+00:00,Array,0,0,0,0
0,1,25,0,0,0,/videos/133484244,"Das Web-Cockpit aus Fedora 21 installieren",295,2015-07-14T19:18:13+00:00,Array,0,0,0,0
0,0,11,0,0,0,/videos/33982833,"LibreOffice - Einfügen von Gedankenstrichen sowie geschützten Leerzeichen und Bindestrichen",173,2011-12-20T18:40:28+00:00,Array,0,0,0,0
0,0,9,0,0,0,/videos/91485629,"LibreOffice - Calc - Bewegen von Blatt zu Blatt",155,2014-04-09T04:35:09+00:00,Array,0,0,0,0
0,0,28,0,0,0,/videos/33542312,"Linux - die Shell wechseln",152,2011-12-12T16:57:53+00:00,Array,0,0,0,0
0,0,8,0,0,0,/videos/91485670,"Linux - Verzeichnisse wechseln in der Shell mit bd",241,2014-04-09T04:35:57+00:00,Array,0,0,0,0
0,0,10,0,0,0,/videos/91485674,"MakuluLinux 4.0 - Demo",437,2014-04-09T04:36:02+00:00,Array,0,0,0,0
0,0,12,0,0,0,/videos/91485678,"Python-Programmierung - Modul random - Zufallszahlen generieren",304,2014-04-09T04:36:10+00:00,Array,0,0,0,0
0,0,14,0,0,0,/videos/91485662,"Kwheezy 1.3 - Demo",747,2014-04-09T04:35:49+00:00,Array,0,0,0,0
0,2,18,0,0,0,/videos/132812408,"Linux - Bildschirm mit einem Klick ausschalten",156,2015-07-07T11:33:38+00:00,Array,0,0,0,0
0,0,13,0,0,0,/videos/98222745,"Coder auf dem PC installieren (HTML, CSS, Javascript ganz einfach lernen)",383,2014-06-14T18:17:34+00:00,Array,0,0,0,0
0,0,20,0,0,0,/videos/37030101,"Gnome3 - Shell Extension NetMonitor Lite",290,2012-02-18T21:09:29+00:00,Array,0,0,0,0
0,0,9,0,0,0,/videos/15846840,"Screencast 086 - Hardware-Informationen (Textmodus)",271,2010-10-14T17:57:12+00:00,Array,0,0,0,0
0,0,11,0,0,0,/videos/98225591,"LibreOffice - Calc - Auswählen von Elementen - zusammenhängende Bereiche auswählen",265,2014-06-14T19:25:29+00:00,Array,0,0,0,0
0,0,7,0,0,0,/videos/44194087,"LibreOffice - Writer - Rechtschreib- und Grammatikprüfung",295,2012-06-17T15:15:07+00:00,Array,0,0,0,0
